a,e,i,c
44.01817562,0.13615258,10.31020506,-0.298674804574497
42.3253025,0.15766104,5.48190631,35.604242026832075
39.43755746,0.16271817,5.57773991,31.80668139740969
60.99517643,0.39700033,14.18987647,9.841483516806719
39.64000581,0.16647121,21.46764274,1.8023758226939905
33.59209262,0.3249385,24.3226364,13.042185491945494
44.04135125,0.11458074,19.25627489,12.281882134439797
42.51733365,0.11218181,5.90954093,21.545733754271282
39.28205998,0.16056432,14.88473857,4.707337762403863
43.40630714,0.16842398,20.6340534,13.51602505991554
111.21893508,0.67208156,31.14310927,15.482521448723121
39.62090877,0.05494944,6.13622894,12.243235520754013
39.43943877,0.1837924,6.91776811,19.535030934716808
88.7886327,0.5727313,25.21036015,15.743348321267108
50.36254565,0.27663821,19.58883259,20.543670325361827
69.26712263,0.51857175,36.58026463,16.559085021433344
39.3997822,0.24303951,24.95462014,30.16188819935215
43.48806961,0.0645183,11.13436265,21.863296041817488
36.08259,0.24569736,36.52341419,8.71509586344788
45.36753068,0.19211443,15.8862018,2.9380405378874057
30.12818348,0.06910293,13.15719981,39.91331951667354
43.33754409,0.06079828,8.54408233,23.239962898618515
47.30241482,0.2040657,38.80683546,2.7347135853565416
39.47586222,0.19801405,32.05269659,8.442738065209719
47.9578005,0.19721575,11.69863721,18.019182478935885
43.56170791,0.03226857,12.91674555,29.08287204081236
42.47647537,0.07843375,12.98946906,-11.161632553547316
42.76891571,0.11304802,27.34342072,1.8821786270742398
42.27465257,0.21240606,29.34137043,27.456084510640512
41.57978273,0.1112602,15.04049713,7.202656803008203
65.13945902,0.45068524,18.0004872,7.299446383469816
39.43652781,0.25213062,13.33252866,11.308249900347134
47.94105973,0.28436018,22.14473899,13.252486120340793
43.57907166,0.2835865,13.53504942,28.887827301830242
39.36110546,0.09882975,26.61540484,0.8940078599145767
45.44571571,0.14793426,9.68287805,21.31770416020697
43.78751205,0.15802858,7.01444736,21.46097191654505
41.59469219,0.30377803,13.56999671,13.738276272910635
45.63136942,0.09930547,6.67972143,31.267417563351156
55.5422298,0.43115547,8.59242546,13.263648236075747
39.3963815,0.24074067,7.74615865,14.595506115999008
44.2158778,0.08923712,5.53933256,17.632347711024657
47.8578135,0.29121775,11.73169456,31.681593186285927
44.0359653,0.15009665,15.78935559,8.290826047792004
47.71044033,0.26730564,13.43934806,11.718134605814253
39.2948256,0.11141151,5.71831586,42.79708791284397
61.56220361,0.42303172,28.5944797,13.424945045905082
39.47184673,0.07225502,9.31770301,31.23723424242079
39.46206166,0.15045973,13.80232047,27.046458562281472
39.39504986,0.20470483,16.20132688,43.225236216626065
100.12233275,0.63020324,20.21239314,10.102710929310442
39.57784617,0.21391598,13.62636514,18.340437155471058
39.37633814,0.28488785,11.18923881,5.49497132168095
100.55095281,0.65950339,13.88672355,9.342612801908661
40.50999537,0.05977427,16.64561412,8.71544610154804
39.41061966,0.1542686,10.61008139,5.9472992322162535
52.43307911,0.28154585,28.12423348,5.861832734833274
46.25566802,0.12106991,9.32806545,8.689722567059894
39.49530726,0.22608505,9.18536748,19.89120711266857
55.41768672,0.4489656,15.06811834,1.331099389388852
89.57187892,0.59936426,14.47424996,25.79025757686631
41.8316643,0.10638348,47.03372435,-13.481568574870433
40.59820137,0.09714152,22.90295989,45.04111331096804
42.74257305,0.17628796,28.92076653,8.321234692542683
46.61639449,0.24877718,20.73004056,7.023343080222379
44.36536012,0.09539417,11.24806664,13.490830592298334
61.96246773,0.43966816,29.48897974,13.598238407952213
141.06340563,0.76133625,13.04855134,11.381361306407852
55.40643757,0.34429898,23.67751078,20.74711214633362
43.12596332,0.18259415,27.41266723,-2.4325671611233646
66.32788095,0.44773659,7.29145449,34.88446078694199
69.08486965,0.50066124,18.98994016,31.901412983869744
41.26770107,0.04169891,26.35078029,7.818962936820613
45.90207661,0.20698466,30.50668068,4.954386058629919
42.26807717,0.15551149,18.52754497,34.55614739773573
53.69010873,0.36471419,30.45503527,0.986841346756169
47.60629345,0.15643562,15.64723537,8.583694116940633
37.99238023,0.07180258,31.45762722,14.588812547906791
36.91462801,0.13401109,13.16583753,22.273882486391347
37.95763078,0.04783543,26.70875593,29.408478717619534
46.10672745,0.18666281,39.98735807,4.965263494520965
48.72697492,0.2605699,26.28062247,18.356999196174446
44.92144045,0.15395284,16.94235756,4.802508728712177
43.50212996,0.15195365,5.17216154,59.28165021329379
46.1634034,0.28224125,20.69128858,24.53141302115974
30.10156916,0.10538241,18.83131852,-0.6167180162889643
76.57007522,0.52385585,24.30782041,8.256180924540002
65.13444035,0.48263656,25.70300445,13.141483391272308
67.90998149,0.37236608,42.22740275,9.052545357058676
93.87064835,0.57474604,28.28158604,5.321318746856593
47.00611637,0.08340891,37.88510655,-5.036448777582918
69.45972496,0.52689412,13.50331553,13.253935186338303
128.05248829,0.68487772,24.93766274,43.571499400506916
57.12785846,0.47386398,44.67437564,18.101076341302612
39.50477588,0.22348349,28.73183632,8.902401989275413
40.59286823,0.05729987,22.30411765,3.7452925982246343
41.25774172,0.10562428,19.34131873,16.627938779527582
43.52817808,0.26355743,21.2898153,11.902633232234978
40.89342757,0.05177366,42.12681224,16.49872572497479
43.72466558,0.2423836,26.03113748,18.893087358908588
79.57283753,0.54487425,23.38909471,8.6988482078764
43.26730764,0.15148329,31.50330486,4.344635494369889
41.90009995,0.17277983,26.37213588,18.84263351560621
133.28177905,0.74696541,28.50449849,9.890795536848758
205.24138927,0.87343925,26.12520563,8.920714169204036
49.16162925,0.23962058,19.91318135,9.857385455993654
45.59703344,0.14409009,6.46247879,32.05905067181955
41.9750154,0.1345474,26.03547593,5.421948222603461
42.82378948,0.1711637,22.71120849,30.614573652248456
45.64563625,0.15464067,27.12998718,13.218877286500632
39.37182111,0.23925666,23.73699016,9.594247808693526
41.33821799,0.13351475,27.71408821,2.59150892597245
38.26849067,0.12274723,27.60557869,8.368307368506164
46.87009881,0.18885824,26.47784085,13.891362311759195
388.2240847,0.94321566,26.38189891,8.348580626459203
46.77652634,0.20780752,30.27737708,8.505851320828146
123.52182449,0.69346233,28.85548244,7.098976379811293
67.05575831,0.35352479,32.47191696,12.575987136549172
43.00749629,0.17919428,19.13530204,2.21744854893701
39.3205512,0.28760515,24.36078079,2.0670464596562943
30.03913591,0.05118056,29.5370185,11.957418229926658
42.01084828,0.12177665,28.89141856,-1.8613465093094437
71.06873319,0.50622452,24.80475561,10.025332087137826
38.6157879,0.01309997,31.16936289,7.850543793420331
38.25386741,0.07959309,35.44132147,10.398918760420353
47.20836526,0.21847486,25.23073056,17.86647344274595
46.93777157,0.24201466,30.79475134,21.895512236574977
39.49519864,0.21957199,30.21260906,15.518695081450765
119.93239145,0.672675,28.49656648,-4.200253286026174
39.27725775,0.20185092,23.28844989,10.410104451109865
45.26460045,0.17175254,26.58892024,30.026573389281086
42.72096297,0.18547865,28.1625023,6.818865016837042
43.84758611,0.12156554,35.78235164,8.638055796750328
48.17032673,0.24842764,20.58148695,23.0951657779636
44.19822896,0.17265856,40.7529987,-3.0963988720740345
39.42822987,0.10518723,21.84385412,-2.973661149632086
30.0830523,0.09914303,33.72890731,3.2350318150364004
39.38954313,0.24368111,26.69290038,6.805361920222788
110.52366453,0.66476894,26.38652338,31.250408210678437
36.41240283,0.19732006,22.92233579,10.992986876437726
74.84729814,0.40462493,41.49108568,17.10415946526444
41.35460191,0.14783985,29.03866435,12.857115440035729
78.25519059,0.5017817,31.61244788,18.206661837127033
67.60848991,0.44400348,27.74563226,-4.042771920759032
39.14013066,0.23191211,23.54340397,10.081156410898732
62.51287699,0.41445776,26.16250629,9.67468763467905
43.60735406,0.14413456,35.38908798,5.107161135848436
41.72197475,0.07171201,25.97985265,12.202195364832695
41.91824087,0.12210522,23.22833371,18.41494064247442
45.54816435,0.16232553,25.41872246,11.901033101255694
42.824559,0.18892049,32.05830626,5.957414126774057
44.8503971,0.19120772,27.13170646,1.6901002179253146
103.64756732,0.63834957,32.47175909,19.421995665040154
129.56130325,0.69816479,31.19709833,28.06106108825871
75.80082381,0.54352804,24.04236006,35.91371317395717
41.73627667,0.09613596,23.14696035,52.658497717289265
41.82035303,0.12747128,25.98647637,5.305825227173229
62.40595888,0.31526793,31.22804792,17.03163914985712
39.49480885,0.32305383,24.45552249,5.2614447755174405
43.08458516,0.10824233,29.8170199,5.975754809147453
46.06160305,0.15849993,29.90931916,31.29734677469605
139.22037495,0.66573681,44.04427869,14.81088785801305
101.2856097,0.63517468,28.76649968,16.733907826476315
62.48442036,0.38345951,35.58336238,14.640126521114425
55.53467997,0.42130064,27.45887212,-1.422908713882542
46.1736573,0.14882733,31.18105152,7.634385928299809
57.65318399,0.34751487,29.96397311,28.27739302279881
45.33310075,0.13670212,25.72594903,1.8050989793645549
104.9369978,0.52191738,43.14911758,2.3291750913044016
47.94744621,0.15301721,30.00185119,1.5699230233787251
55.27100541,0.39771473,28.14884667,13.184907081513824
57.75816021,0.1639626,44.44303886,1.4742471673438236
55.3927513,0.33179485,10.72476225,12.083863497740976
46.12854853,0.15700876,29.36454112,12.137410320500782
55.66060351,0.35164,20.85249558,19.03647670669491
42.57351715,0.18280955,34.91693563,2.143619437165868
42.90383808,0.1635672,32.86492284,2.751420667760782
372.72665549,0.90470046,42.93373573,13.602474069546085
38.96223939,0.06730227,25.48448251,24.767681470037775
52.01283235,0.30488503,28.79140447,19.72978877060961
111.88265309,0.6719331,29.60367804,15.734601002202265
42.77541562,0.1258402,29.9086978,19.15230982187932
42.32727338,0.10709345,6.91170778,2.80155232361979
45.26787645,0.16528725,26.74356313,13.142804727813987
79.30063602,0.54591873,27.66046168,5.178116649154553
45.55684323,0.17681367,19.11315408,5.529170351294259
54.7883552,0.3010872,10.17948654,9.53860412163105
45.9008969,0.20920263,13.98321642,9.489563885950338
46.43956995,0.20055868,9.25218122,33.66442102914857
45.26106008,0.04275372,7.9527544,27.18829719371302
44.34322638,0.15439699,28.7241441,-1.6877757436322627
39.39568135,0.13184832,9.64976333,17.574996615657682
40.42260605,0.07822494,32.04797004,20.99027388514168
45.19689874,0.1091221,10.90119573,22.215657360685835
39.35996239,0.15679782,8.07469118,38.2118213495034
36.47682055,0.04929187,20.20306737,3.226063203682003
39.35891712,0.23037743,11.98364246,15.234977046432096
47.50739294,0.25511106,28.61234887,3.7385987654930677
43.5559669,0.1881103,10.59485916,31.627316826669855
36.48790469,0.1866646,17.55766787,26.046292698531452
62.06227574,0.3732756,18.47181932,8.39244812418423
55.68473761,0.31763359,11.59607404,4.916117583943543
42.30534861,0.24140821,13.39677001,30.459401977968366
43.55842565,0.14480568,7.41056962,18.881954590412935
65.15641722,0.44007661,28.55784973,16.21295660087558
178.08120742,0.80425742,18.24700809,12.415952954133216
85.74331658,0.60439754,22.90040985,10.472720955665677
47.71791298,0.15281574,8.52690308,42.121707253419075
335.25441945,0.89563816,23.53272162,19.946634865323585
40.730402,0.08793858,22.61466662,6.335761951639551
41.79745649,0.07363724,22.58657031,24.281078273889324
45.76319574,0.11770736,29.35061581,5.229556261370649
43.81243531,0.02518148,17.08843415,20.244087455529773
80.76581847,0.53691855,25.96327998,31.52999986193241
34.88304559,0.09938316,6.37308322,32.86047342474726
41.56957353,0.24842656,25.56732256,-0.9348030423181469
46.85767023,0.1687676,6.5602936,6.270131670441787
69.51041197,0.47213264,7.83954202,16.006274898275127
42.33398813,0.0499357,12.49106668,17.579179940116568
42.47864004,0.12354344,7.51282782,24.710015220891577
50.00896317,0.21407014,21.93723372,5.428050729884051
45.34798424,0.12332404,27.15879072,-3.22872390498683
41.51311245,0.15923724,26.75040863,23.84376228796156
42.64748397,0.02924755,37.08774962,1.1083462119547958
40.10680188,0.04160528,20.25569504,44.09778561488982
39.3436607,0.28724943,7.79408766,7.359405719073539
43.29915672,0.08580547,13.60014585,24.633667688184726
53.17174796,0.27313544,18.34030323,27.38694961924637
47.69811045,0.10550693,21.41891398,9.316528826306989
59.1980048,0.34634355,53.14970603,19.95193827579875
40.59433188,0.04512087,28.97071057,1.4328276659448569
41.87595533,0.09884451,28.2582103,10.921131342319768
36.51077615,0.10751294,11.70136309,5.408920014195855
52.40020607,0.36362525,20.87316326,16.77539815303881
48.32000367,0.32549844,37.01710852,4.583250618829995
55.44905352,0.35787735,32.11497102,11.230590097666994
43.75192109,0.28914019,22.47221461,6.626794834529956
41.27442627,0.13456867,31.50637524,6.88497454961766
99.1733666,0.44999508,36.37384487,20.531949030508073
42.62749131,0.06491785,5.790246,25.7947181929344
30.05744781,0.04855609,35.74458427,5.7179573723431565
45.87518813,0.19140333,28.42674318,23.377032858781764
61.17396158,0.39253737,33.50897022,12.867601099059547
39.34822741,0.28828649,13.35904446,10.856175138953951
26.46506583,0.42865868,35.7273033,5.585186411896432
45.18789406,0.11536639,9.00407494,35.76985946007144
90.49384546,0.57737329,32.16651185,7.507326421878227
55.35255498,0.42710197,24.03437296,12.774771725334105
38.74469802,0.10333855,38.39000444,6.7911753722583565
108.62037317,0.64716159,26.78459662,16.107464548800372
45.90195039,0.1639923,8.62422084,21.31832186321036
53.40969966,0.31624758,17.71753462,21.934763832672687
37.70764863,0.2362045,46.54088345,9.969808867017548
43.78338243,0.06504287,10.11127083,43.43003284573525
107.19415545,0.69318221,16.71324876,7.346150386092938
36.35421993,0.13239067,14.84314672,28.581171590182198
43.91893574,0.04698932,40.14345067,22.015604498414472
133.2806491,0.69274257,35.85805451,10.098484709324426
42.08244276,0.13267529,48.78493722,6.186408955170502
62.50426699,0.36236404,23.84136598,15.274813583698663
45.89551787,0.11440799,30.68769065,15.773693366571553
280.0916113,0.8475583,24.15750796,11.38990012957802
43.58270796,0.14017223,30.35329176,7.825471212173683
45.95287488,0.08375085,36.37207225,10.874311401950267
38.81302268,0.11684892,29.25880082,2.3762265879701197
39.41050442,0.24874268,16.60729909,8.5026838362879
76.67049829,0.5876757,30.75959076,15.47329367102344
43.11467053,0.22496917,39.10740003,6.874660159501447
66.67271809,0.45042979,31.27594538,7.1130359094922175
78.97046735,0.4880406,48.72177476,16.538972926818595
108.86089317,0.64184211,40.22811925,0.6241638692107636
41.63013193,0.06899776,24.4384473,23.338298786479516
38.02422084,0.13324561,26.71975986,10.401309576785033
53.01637877,0.32725465,24.45332256,11.563503092061689
40.84717608,0.02033911,22.98843114,18.385693005555076
47.06417888,0.14020418,35.89725043,3.9309304246630803
39.59686692,0.13943179,10.48096849,41.14542254165347
54.97516877,0.36144517,37.57801817,9.10280368838918
49.54596874,0.28677372,32.68994866,10.906718439679521
45.79053908,0.20493676,31.97537122,0.6382165385203001
94.09576474,0.61949169,27.7244003,9.358667470971085
46.73908777,0.20496195,26.58048606,-1.5025760674258017
69.21482287,0.5097102,28.27595625,12.065017574357405
41.29098803,0.13041192,28.19475418,25.85419881809542
64.85546027,0.47011216,29.10740808,21.765176831954797
47.00571328,0.22046613,28.92632609,2.9640298856743312
39.31226107,0.19880882,37.78936996,4.625107822030458
65.24969032,0.45603366,31.72488938,25.749667286511375
43.67196189,0.29083065,27.91605694,17.814600241999404
51.70558146,0.30781339,26.60891999,6.197562055533156
